Review,Sentiment,Polarity
mumbai check helpful asked put alaska frequent flyer put first leg able get aisle seat boarding mumbai chaotic,Positive,0.2833333333333333
ba first lounge busy usual flight departed early arrived min ahead schedule flight uneventful good catering min flight recommended,Positive,0.18
terrible experience respect priority boarding crowded bus take u plane without mention waiting time wait inside switched bus air conditioning,Negative,-1.0
know ba often come criticism onboard service would like share extremely positive experience flying paulo manchester via london firstly love club suite definitely one best seat secondly flight itinerary departed time thirdly food onboard good amazed see choice meal available quick half hour hop london manchester lufthansa air france etc offer choice even much longer intra europe sector finally received excellent service cabin crew flight paulo london flight several crew member brazilian nice see many travelling business cabin limited english however standout crew member stuart purser ba london manchester th june came spoke every single business class passenger short hop manchester showed genuine interest asking travel plan etc could fault ba,Positive,0.2643372500515358
recent experience british airway customer service nothing short infuriating particularly booking travel agency immediate response tell call travel agency change even agency state cant access modify ticket cycle bounced party neither taking responsibility whats truly baffling paid flexible flight british airway charged card travel agency platform add insult injury purchased seat separately british airway website still refused help refund clear quick turn away unwilling due diligence understand situation listen feedback multiple call speaking various unhelpful representative finally gave ive resorted filing dispute credit card company speaks volume breakdown customer support,Negative,-0.009615384615384616
recent longhaul experience disappointing customer service boarding poor thing declined aircraft felt outdated uncomfortable seat amenity kit basic comfort youd normally expect longhaul flight food quality subpar service minimal one proper drink round entire journey warm juice offered afterwards clear costcutting measure ba impacting passenger experience far much,Negative,-0.07
checkin slow one staff member checking economy class initial period passport control security check area flight shown cancelled back others went checkin counter staff seemed uninterested confusion caused cancelled said go back security flight still shown cancelled aboard cancelled cancelled flight seat wide enough legroom limited water oat bar served flight arrived time baggage appeared promptly,Negative,-0.0673469387755102
check smooth enough boarding chaotic herded gate held seemingly never ending period time outside next apron ba silver member noticed despite business class nearly empty offered chance move class seat pocket front full previous passenger rubbish arrival heathrow bag took long time reach belt plenty arrived even though supposed priority,Positive,0.054166666666666675
although transferring flight heathrow budapest took almost hour flight crew welcoming friendly boarded last minute tried reserve vegetarian meal online day flight couldnt asked sarah head flight attendant might able provide one found delicious meal premium economy especially caring helpful throughout flight flight attendant also offered water juice several time flight also impressed wide range entertainment offering included firstrate film,Positive,0.3175
extremely grateful crew flight ba cape town heathrow brought u home high level professionalism flexibility empathy thank much,Positive,0.07833333333333334
appalling experience british airway started tried check online couldnt change seat due repeated website error arrived airport hour early sort staff checkin counter refused help mebrushing could even say flight simply saying flight full incredibly rude unprofessional ba lounge overcrowded uncomfortable poorly equippedwooden utensil limited seating shortly boarding struck excruciating abdominal pain fearing medical emergency asked offloaded staff boarding gate took boarding pas luggage tag asked wait left sitting agony minute eventually asked leave go hospitalstaff said fine however distress didnt realise taken boarding pas baggage reference asked group wheelchair porter heading direction help none assisted collapsed midway finally stretchered away medic taken hospital thankfully received treatment returned home since ive trying retrieve luggage every number ive triedonline via airport customer serviceis either unreachable go voicemail simply ring idea bag one helping completely unacceptable international airline british airway failed every stage technical support inperson service medical handling postflight care,Negative,-0.058170995670995665
good point cabin crew helpful professional mature quantity quality food cleanliness aircraft spotless picture pub forward toilet flight time ba lounge anything special mediocre best food option lacking gatwick lounge far superior board usual poor seat pitch club europe product inconsistent hot towel menu given however food delivered trolley economy way course one tray bar offering unless one used call bell parked remote stand krakow return krakow lhr queued twenty minute club europe check desk nonba lounge basic late departure time flight minimal food choice boarding cramped bus walked remote stand menu hot towel however meal order taken individually delivered direct galley seat uncomfortable wifi request tea meal inconsistency service extra cost club europe hard justify improvement catering however product need elevated justify cost,Positive,0.047049689440993775
decent flight reasonable comfortable seat pilot kept u nicely informed flight progress ba serve biscuit small bottle water free ok sandwich run inflight cafe disappointment passenger inflight wifi limited pay access music programme ba offering well aegean level service suitable easterly destination larnaca would certainly fly ba athens event aegean seat fare cheaper,Positive,0.24502164502164503
really like flying british airway particularly new club world seat great privacy screen comfortable enough sleeping ba crew engaging high spirited clearly must short business class meal service didnt even start hour flight commented received rather surly look apology cuff excuse member crew section cabin expect ba particularly consider price paid seat fact make pay even choose sit come ba surely better,Positive,0.23664502164502169
could book online night system arrived early airport check find premium economy seat downgraded economy whats worse split family wife autistic son sat separately could give minus star would shamble airline,Negative,-0.15
rough experience ba recent year look forward particular flight however turned decent trip staff really engaged seemed enjoy food acceptable although option pasta chicken longhaul flight seating good ife worked well,Positive,0.11666666666666667
comfortable flight ba best excellent start chelsea lounge krug behind bar lounge host welcoming friendly food quite par much better onboard first suite spacious comfortable two cabin crew experienced friendly professional personable sprang action quickly takeoff making bed serving dinner required menu excellent well cooked beef fillet delicious salmon starter new nyetimber exceptionally good wine overall service well relaxed intuitive cabin comfortably cool left flight feeling refreshed ba made poor choice late loyalty programme staff still shine really got right flight,Positive,0.3418921356421356
punta cana terminal b check straightforward separate club world desk agent polite issued boarding card provided voucher vip lounge explained find fast track security unless paid per passenger airport ba vip lounge comfortable quiet due cry baby thats life flight boarding time group well managed gate staff old style club world seating cabin clean cabin crew hand offered champagne orange juice bottle water drawer white company amenity pack white company duvet clean sealed bag order drink taken take drink served promptly followed dinner ordered immediately take starter cream leek soup delicious served warm bread declined main course late choice fillet steak shrimp linguine dessert chocolate mousse cheese biscuit however found didnt main excellent pinot noir south africa refill offered following dinner got hour sleep found lay flat bed comfortable pretty small duvet pillow great breakfast ho hum orange juice offered bircher muesli fine fruit wasnt ripe almost inedible muffin cold dry coffee okay declined breakfast baguette excellent cabin staff read many negative review experience exceeded expectation,Positive,0.23936781609195404
employee venice airport checkin rude u made mistake got gold silver line didnt see sign got counter scolded berated u wrong line said didnt know read would let go even apologized said would happy go end line continued discourteous toward u made u feel like terrible people worst customer service experienced airline,Negative,-0.2642857142857143
bag carry trolley everyone one boarding group forced checkin trolley carryons asked take laptop battery etc woman boarding gate rude explaining bag nowhere carry laptop stuff need onboard tried explain bag withstand carried hold fragile showed crack one time checked bag visibly small complying carryon bag measurement,Negative,-0.21250000000000002
check security quick gallery lounge pretty much capacity able access b gate lounge short haul gate departure food option reasonable bus aircraft quite new time departure reasonable food drink option pleasant cabin crew bag quickly,Positive,0.28863636363636364
lhr ba gold wing worked well pleasant check fast security screening concorde room service attentive c gate boarding ok nothing special first passenger latest ba version first suite privacy door comfortable seat plenty stowage good screen good choice ife amenity kit good quality bedding pillow cushion blanket good excellent menu food well presented cabin crew could attentive helpful without obtrusive time departure early arrival bag delivered relatively swiftly priority tagged bag first one best ba first flight ive many year whilst touching middle eastern carrier ba first showing easily best way cross atlantic,Positive,0.44771062271062273
good service route ba th march cabin crew worked hard particularly ivka go throughout flight everything would expect ba used shame cannot said recent flight back singapore business class th feb ba miserable unhappy tetchy crew lazy anything except sleep perhaps ba need promote shorthaul performer let others go,Negative,-0.159375
flight mainly let disagreeable flight attendant queue check cape town good however checkin agent unfamiliar ba size weight rule sport bag wait minute phone call made annoying lounge good gate service excellent organised queue seat good new upgraded club suite zip broke amenity kit unusable ba cutting corner much offered cocktail service came promptly drink excellent nut went galley ask nut snack go spoke male flight attendant looked utter distaste temerity ask nut said come bizarre question said seat e responded flick hand go ask shes serving stunned treated way even cheapest restaurant let alone business class premium airline gentleman concerned place service hospitality find different line work anyway food good ife worked fine wifi wasnt working managed hour sleep got plane promptly despite remote stand requiring bus luggage took quite arrive overall would rude staff member,Positive,0.22474747474747478
another awful experience british airway flight delayed nearly hour british airway charge extortionate amount ticket service bad,Negative,-0.31999999999999995
service rude full attitude food poorly serviced cabin flight never cleaned particularly toilet,Negative,-0.09583333333333334
flight joke four people business class including companion service outrageous crew busy flirting captain going day instead paying attention cabin,Negative,-0.45
time british airway managed get everything right price ticket reasonable timing perfect boarding smooth seat comfortable easy reline enable dozing sufficient pitch get table firm enough allow use small laptop mouse preflight soft drink prosecco offered food drink sufficient best part cabin crew two pe extremely efficient pleasant witty good selection movie screen headset worked perfectly,Positive,0.36337535014005606
seat excellent feel much room official seat pitch ft could sleep couple hour daytime flight blind point booking window seat view focus seat quality much smiley face food food middling second meal landing distinctly subpar,Positive,0.19999999999999998
nightmare getting triple security nairobi airport looking forward glass something lovely unwind plane fat chance hour half takeoff finally served drink meal together keep reading well ba leg trip crew awful club suite great improvement staff make effort whats point positive note told wife seat broken could recline going swop gate found another prior received email within minute check healthy portion avios already added account well done customer service,Positive,0.051178451178451184
prior boarding gate agent seemed pick elderly people asked check relatively small bag contrast staff member looked way boisterous group somethings large amount luggage london gatwick marrakech british airway rather disappointing flight hour flight passenger economy offered tiny packet digestive biscuit water offered cabin crew member walking aisle bottle mineral water plastic cup claimed ran water many passenger even get miserly offering route map captain made brief announcement needed use lavatory one cabin crew member rudely drew curtain sitting behind lavatory one colleague loudly talking boyfriend ignored elderly man struggling open small door lavatory shall add lavatory unclean water floor one concern seemingly casual approach safety demonstration disembarkation well managed either route competitive day one lot choice use british airway route,Negative,-0.09904761904761905
flew amsterdam la vega layover heathrow november day flying weather wasnt great since business really needed get la vega anticipated checked early flight still leaving would ample time catch earlier flight heathrow even take train checked according google flight delayed would miss connection according staff british airway flight delayed reason panic got airport still nothing wrong connection hour supposed leave announced plane wasnt yet would major delay called customer service told u go london see wanted kind assurance could placed hotel since would making connecting flight refused give end found direct flight next day convinced british airway book u even though wanted connect u additional layover resulted approximately hour delay trip way back home lost luggage gate took approximately hour find wrong gate way back tried check online portal colleague able check fine couldnt afraid overbooked contacted customer service time got airport overbooked ground staff nerve tell fault checking online since seated premium economy could moved regular economy mean someone economy bumped plane got london flight back amsterdam delayed disabled people board plane still enough wheelchair get took approximately hour boarding could begin finally boarded told needed new pilot old pilot made many hour waiting around still fly u amsterdam arriving amsterdam left luggage la vega needed wait another week given back afterwards made claim soon possible delay hotel cost almost month still havent replied every time contact claim huge backlog take long process,Positive,0.03865800865800867
first good news club suite huge improvement old business seat hope never see one good news im afraid say flight food really gone downhill since last flight presumably cost cutting measure airline offer really decent quality meal cant airline ba stature ive always thought good crew make shortcoming time crew member looking could bored obviously going motion couldnt even bothered say cheerio im sure would answered here hoping return satisfying experience,Positive,0.1677777777777778
never travelled british airway first time chose travel ba due cheapest fare available time bit unsure enjoy travel journey due mixed review would like express extreme joy satisfaction travelling amazing airline havent seen great efficient friendly service cabin crew would like personally thanks ellie adam professional kind food served delicious drink good say thoroughly enjoyed flight hesitate recommend anyone try,Positive,0.3527777777777778
terrible overall medium service flight delayed help reschedule connecting flight customer support terrible request compensation still pending one year,Negative,-0.6666666666666666
london heathrow male new business class ba continues get mojo back starting classy lounge serving innovative interesting quality preflight food beetroot scotch egg excellent wine whispering angel presentation onboard food always bit hit miss ba occasion tasty ok friendly efficient board crew smile treat respectfully equal time flight early arrival awarding bussed ac gate otherwise really enjoyable experience,Positive,0.2865259740259741
good flight following equally good flight rome good food especially evening flight aircraft early way short haul,Positive,0.3142857142857142
hour delay due late arrival incoming aircraft captain particularly able communicator kept u touch situation got freebie upgrade emergency exit seat friendly member crew end minute behind schedule relatively comfortable elderly plane pretty stress free,Positive,0.1375
booked ba loganair dont representative manchester airport loganair cancelled flight someone ba marked flight delayed minute ive spent day chasing ba complaint department best totally ineffective wont put people dealing claim apparently dont facility wont phone loganair wont look manchester airport historic flight website confirm cancellation wont put supervisor fact little apologise little,Positive,0.041666666666666664
british airway lost bag lhr found sent cologne sat two day told one give spent day europe without bag bought clothes ba refused reimburse closed case day returned state bag showed front door wont let talk management say email mail dont call customer service say escalate never know dont update claim form,Negative,-0.06666666666666667
check process rewardloyalty program mess never able get point even trying partner airline unfortunately work travel sometimes time flight delayed,Negative,-0.30833333333333335
flew november took long seek satisfactory response ba ultimately never received ba refused rebook son cost day due lack underground service alternate service ba forced u buy new ticket never admitted subjected u disparate treatment flying recommending ba,Negative,-0.05643939393939395
left london johannesburg december issue flight pillow gave u dirty year old dropped juice asked cabin crew member walking past serviette told go bathroom get clean issue werent pleasant certainly major problem booked ba december return johannesburg flight delayed january pm connecting flight durban live johannesburg landing johannesburg child option ba changed flight nd january requested sooner date could get home sooner given january accepted original time opted would convenient connection johannesburg durban unfortunately flight delayed till nd january extremely upset absolutely exhausted child absolutely exhausted also suffer eczema hay fever cream medication caused eczema flare badly even lip cracked burning allergy severe eye sticking together couldnt stop sneezing daughter also eczema flare staff sympathy empathy mother traveling alone child told know inconvenience lady even snapped trying best child booked separate seat even legal let alone ethical refusing help saying cant anything approached people third person finally put u together could clearly help flight johannesburg durban originally booked south african airway paid lot ticket south african airway low cost airline given cheap low cost airline cemair never even heard replace saa flight suffer flight anxiety never book low cost airline tiny flight anxiety went roof flight besides also left huge credit card bill used pound st know ba obliged compensate inconvenience eu law besides compensation ba staff really need show empathy passenger like two hour long flight delay two day row alone child expect full compensation u far worst experience traveling staff kept saying thats get compensation waiting see get compensated promised ground staff legally eu law let see put fight ethical legal,Positive,0.04404904306220095
excellent flight cpt lhr return good ba moved business class checkin one end hall apparent reason nice long walk check fast track security slow minute indicator board suggested south lounge half full went uncomfortably full still tatty refurbished went b pier lounge instead much better except usual staff sort trying pack early bizarre way refilling food container involves actually removing kitchen mean gone lot time rather replenishing customer side employeecentric behaviour time flight transit take u c gate except transit decided stop b gate watched five maybe seven transit pas without stopping eventually group maybe passenger mixed age decided descend walkway run way c gate arrived soaked sweat nice start long business class flight spacious seat outdated urgent need replacement ife working rebooted headphone prong bent headphone working usb port working drink brought promptly starter salmon delicious truly excellent beef tough think bad piece meat rather badly cooked wine good cheese average good staff friendly good night sleep breakfast good recheck experience jnb huge hassle giant screen saying domestic recheck queue get front queue told safair saa ba local partner hassle arent warned told load ba passenger making mistake overall little thing would make better fast track actually fast track refurbish south lounge food replenishment passenger area kitchen make sure transit stop even late evening refurbish ask co generally excellent way monitor meat quality rigorously,Positive,0.2062661498708011
recent flight cyprus ba second cabin door closed pilot announced would held runway hour know prior inform passenger boarded flight home took nearly hour due weather condition plus hour waiting ba offer hour hell flight oatmeal biscuit ml water family went cabin crew ask water told wasnt cabin crew asleep back row seat aircraft ba infuriated previously asked spare seat year old could spread get sleep available told flight full arrived late connecting flight missed queued connection desk large queue watch ba staff clock night front u genuine support given family effectively abandoned ba ive tried speak someone helpline automated message saying due number call surprised aspect cant assist hang tried several time various time think default message raised via email system unsurprisingly mugged cant escalate week passed like said national disgrace,Positive,0.0761904761904762
flight ba arrived rome december passenger received sm ba say luggage left london wife completed required form queue hour checked ba agent rome believe baggage would arrive last flight night pm would likely delivered next day nobody ba rome airport made contact u explain happened bag would arrive finally got luggage delivered u pm sunday december day due leave rome waiting period contact initiated either ba rome agent several occasion called rome london help desk received update year travelling together never happened sheer neglect keeping u informed disgusting sadly ba never fly share horror story others strongly encourage fly another airline would give ba overall rating zero,Negative,-0.022435897435897426
first time flew british airway huge disappointment seat quite good food simple service subpar heathrow airport hub far worst large airport ive seen europe landed dc email saying luggage stayed london last wednesday airtag could follow suitcase came washington following day thursday ever since sitting airport british offer mean communication online chat bot bot tell call number england another bot say inquiry luggage sends link via sm hang option talk human claim form gave there local phone reach voicemail keep calling time today leaving message saying airtag show suitcase iad offering go pick dont need deliver one reply voicemail basically shut luggage information customer service one talk,Negative,-0.016547619047619044
pretty good flight still small thing improved check quick lounge good tasty food well chosen wine disappointingly secured gate bus aircraft hot scrum got last bus avoid crush emirate turkish lufthansa qatar plane gate ba pennypinching turned cabin crew forgot last bus ask welcome drink came champagne actually cold well done ba first time managed serve champagne cold year flying big improvement cabin seat lovely always greatly prefer emirate whitegold bling drink service prompt ife good starter trout ok main chicken excellent cheese sold cold wine excellent disturbed night got good sleep comfy bed cabin bit warm though personal preference woken asked served tasty breakfast small detail impossible get water c altitude maybe ba could warm ceramic coffee cup coffee retains heat bit longer pouring quite hot coffee nice cold china mug mean lukewarm instantly plane record time minute parking bag waiting u belt excellent work ground staff overall improvement point gate bus plane dont forget passenger last bus board late well pushback standout cabin crew member miguel star,Positive,0.1663377192982456
check fine priorityfast track line security boarding one lounge option first class customer mexico city american airline admiral club abysmal free bar serving cheap alcohol awful food selection nowhere shower board find seat really comfortable crew fantastic im starting really see consistency quality first class crew drink selection fine food appalling victim new supper service basically dinner service lot less optionschoice fishseafood option either starter main first choice main unavailable two loaded fillet steak drying overcooked heard least three people send back pretty impressive cabin eight passengersdreadful dessert cheeseboard luggage swiftly end good see priority tagging working,Positive,0.16297348484848484
british airway absolute rubbish fly amsterdam urgent appointment flight cancelled last minute presumably due bad weather theyve kept u gate saying plane couldnt land literally every plane airport taking landing zero issue another klm flight amsterdam scheduled depart time took time another klm flight amsterdam later evening also took without problem one operated british airway cancelled bad weather apparently weather bad every plane could land take successfully apart rebook eurostar next day would still miss important appointment intended go amsterdam thanks british airway,Positive,0.010937500000000027
flight time changed last minute without warning assistance provided ground staff rd party agent regarding impact delay help forthcoming phoneline nobody airline want take responsibility anything fundamentally unreliable airline onboard service poor even good low cost airline,Positive,0.07499999999999998
im fraustrated flight cancelled last minute wasnt end world even though earliest could get rebooked three day later insane saga event proceeded claim compensation im legally entitled according eu rule used claim page ok became incomprehensibly frustrating case closed confirmation conclusion money tried calling kept lead circle customer service cant speak claim team claim team cant spoken directly customer service dont access claim team system call later nothing could done throw toy pram last call someone finally updated thought end confirmed claim would transferred due got amount wrong wrote highlight said would rectify almost month since original flight cancelled still havent received owed compensation wife son sent two email last two day ive yet get response criminal adhering aviation rule dictate compensation cancelled flight terrible customer service honestly cant belive ba capable awful service,Negative,-0.10238095238095239
sat plane hour forty five minute awaiting takeoff due bad weather london understandable safety fortunately long layover delay affect however many others lucky waiting given one small bottle water one tiny pack corn kernel later food drink offered purchase complaint sitting idle plane nearly two hour possibly missing connecting flight cant give u free bag chip coke asked told british airway really cheap money grubbing,Positive,0.007738095238095243
british airway stranding wife heathrow airport day access baggage told airline employee purchase necessity toiletry refreshment etc wed reimbursed claim denied ba claiming weather reason delay outright lie since every airline london flying ontime unable anything besides stand line voucher stand line shuttle stand line reservation etc hour absolute nightmare never fly ba,Negative,-0.175
although like many day avoid ba long haul london heathrow due perception poor service lack customer service thing go wrong pleasantly surprised recent flight belfast aircraft actually left time arrived ahead schedule cabin crew looked bored uninspired often ba read time didnt really matter quiet flight say emergency exit unchallenged handy would fly ba pressed,Positive,0.008928571428571421
flight british airway best flight attendant outstanding processional attentive helpful food good seatlie flat bed comfortable love smart design club world cabin wonderful flight home,Positive,0.4444805194805195
worst airline ever flown cancelled flight hour departure didnt even contact didnt put new flight rebook next day also left find accommodation nightmare refused compensation left stranded onboard service also archaic outdated plane oldest airline ive flown food service worst ive ever experienced ive travelled airline emirate etihad thai malaysian qantas cathay ua etc fly ba,Negative,-0.07373737373737373
disappointing service plane interior terribly incompetent customer service booked flight directly ba website soon started get email saying selected seat paid extra selection changed ba without reason given directed website found information said seat change happened several time flight altogether website seems digital dinosaur first leg flight fine discovered transfer area heathrow forgot new laptop onboard immediately contacted ba called customer service oxymoron basically said anything would wait cleaner working contractor would finished job hope would discover laptop return called lost found airport ba customer service said couldnt contact colleague terminalgate plane still let know lost laptop seat plane yes told exactly laptop wouldnt take contact detail either notify laptop would returned refused register incident simply interest assisting didnt even make attempt pretend communication via online customer service poor didnt even respond message end emailed representative heathrow replied message form supervisor reveal name duty british airway find lost property behalf passenger however would like dispute contact customer relation online feedback took responsibility referred smartecarte contractor cleaning plane apparently collecting lost item heathrow received laptop worth thousand gbp back week later flight london cape town hour unpleasant flight attendant seemingly unenthusiastic job took hour collect trash meal also distributed extremely slowly food good boarding slow inefficient drink offered twice otherwise youd ask especially long flight seat fabric uncomfortable room scarce relax sleep flying british airway disappointing keen flying,Negative,-0.05372960372960373
transit visa required partner transit via london iceland buy separate ticket via another airline reach iceland emailed british airway telling wont using return ticket requested partial refund day later received email customer service need contact one service centre via provided link replied say link go page various british landline phone number call explained overseas practical via international call replied say contacting service centre airline end taking money regardless,Negative,-0.016666666666666666
surprised receive confirmation preflight kg luggage allowance later confirmed one kg checked another kg carry seat third kg carry overhead stowage checkin opened bit late line executive club member even later courteous efficient long queue passport control fault brexit ba seat screen earphone socket charge point seat recline boarding music low cost carrier captain announced wonderful service emily crew maybe club class economy cabin announced would serve complimentary water snack snack came also announced would free text messaging exec club member couldnt get work although member snack sold twice tui price example cadburys chocolate finger chose ba time booked cheaper charter carrier british mustnt forget ba impeccable safety record normally reliable service landing purser thanked crew hard work seems pushing one small cart aisle four hour constitutes hard work ba least time,Positive,0.11666666666666667
flight cancelled refunding money saying took flight never happened refunding new flight booked hotel food stranded provide food water waiting hour tarmac provide information arent refunding flight never happened saying information,Positive,0.13636363636363635
visa issue hence debarred flying ground staff mumbai excellent woman named brinelle helpful understanding rebook ticket original journey consisting leg ba forced rebook entire ticket system allow rebook one leg even though gap day two leg like connecting flight telephone operator rude took minute kept saying needed minute give clarity horrendous final price offered rebooking leg much original fare leg torturous ba horrendous website allow poor experience,Positive,0.09374999999999999
singapore heathrow ba two choice route economy premium first isnt much club world win suite check easy security passport control singapore efficient choice lounge ba qantas qatar latter win easily ba lounge ok major negative qantas win space boarding time aircraft high density club world cabin service fine club suite good food beverage targeted feel st meal starter good main beef fillet average sentiment cheese wine acceptable champagne choice cheap try service meal efficient given full cabin breakfast similar menu suggested might want skip main course opt starter dessert work ba major shift lounge option sourced presented would needed slept well arrived early luggage quickly reasonable flight overall warning ba food beverage club world drifting wrong direction,Positive,0.25967948717948725
recently travelled munich london british airway turned absolute nightmare trouble began malfunctioning app despite checking successfully unable retrieve boarding pass upon arrival airport discovered selfservice kiosk checkin desk completely unattended seeking help information desk directed staff member clearly want assist u dismissive attitude infuriating despite showing app indicating checked simply told u call customer service walked away without providing assistance put hold minute sent several different staff member couldnt help u finally reached someone phone kind ultimately powerless resolve issue point flight delayed wasted two hour trying print boarding pass followed complaint british airway basically dismissed concern told use app next timeignoring fact apps failure caused problem first place experience cost u staggering additional expense including new flight hotel stay taxi fare fine missing work explaining absurd situation employer incredibly embarrassing british airway clearly need improve customer service technology app website going fail must provide adequate support airport never fly urge others consider alternative airline,Negative,-0.03601010101010102
paid seat b flight heathrow boston paying premium economy seat upon arrival airport ticket agent said healthy enough sit purchased seat due old presume since reason find could sit exit seating healthy enough walk mile day adequate upper body strength attempting convince got u stuck cattle call seat rear aircraft second floor middle two seat row told money would refunded immediately inconvenience several week recontacted ba said complaint went wrong section forwarding next section week later still heard update except computer response stating refund returned week keep waiting plane ground difficulty needed quick repair completed minute later boarded flight captain came said look like forgot order ground crew back u terminal needed wait another minute able make lost time air landed hour later scheduled wreaking havoc next flight,Positive,0.06388888888888888
flight wasnt bad although inflight entertainment wasnt great screen oldfashioned hard operate dark touch screen wasnt working time though remote cabin crew slamming air larder oven draw apart cabin crew nice food good seat comfortable,Positive,0.1572916666666667
decided treat teenage daughter world traveller plus return leg canada holiday paying hundred pound extra end spending nine half hour trapped broken seat staring blank screen entertainment system failed work hadnt bought book uploaded film assumed would enjoying entertainment ba promised decided lie back get rest instead discover leg rest seat didnt work flight attendant able prop manually shoving thing underneath unfortunately made matter worse became firmly stuck position forcing body awkward position descent keep seatback upright leaving back pain lasted three day bad lower back early experience asked moved economy could sit normally watch film flight full space apologetic flight attendant assured would receive compensation assumed meant airline would least upgrade u next time flew ba since unable enjoy advertised benefit world traveller plus two u one suitcase hadnt made use extra baggage allowance ba actual compensation offer worth avios point wrote back since ba doesnt allow direct telephone contact complaint department explaining firmly politely fair acceptable given hundred extra pound id paid added extra airline failed deliver ghosted experience cautionary tale british airway customer support go plan may well pleasant world traveller plus experience anything go wrong support staff wash hand money wasted unless youre prepared gamble would advise either stick economyworld traveller since youre really paying fly b manage fly another airline could end like throwing away extra money experience fell far standard economy class flight canada would recommend airline air canada turned uncertainty covid pandemic exceptional customer service fast nononsense refund cost bit life returned normal postcovid started flying ba believing high standard customer service longer important see mistake false economy one ended costing hundred wasted pound,Positive,0.01715151515151515
impressed efficient boarding relatively compared air canada comfortable seat quality food drink snack frequently offered overall fuss bother experience,Positive,0.3
flight scheduled left hour minute alter due late arrival incoming aircraft naples result missed connection istanbul dubai nothing unusual issue acknowledged captain plane late since morning flight rome rolling effect evening case whey ba contact passenger could made arrangement fly early istanbul miss connection resulting charge long delay ba certainly lot staff could informed using email text obviously passenger utility ba ticket purchased trust ba travel poor handling simple matter,Positive,0.011607142857142863
